Title,Genres,Release Year,Budget ($),Revenue ($),Vote Average,Vote Count,Return on Investment,Profit ($),,,,
Monsters University,Animation,2013,200000000,743559607,7,3528,2.72,543559607,,,,
The Great Gatsby,Drama,2013,105000000,351040419,7.3,3769,2.34,246040419,,,,
Jack the Giant Slayer,Action,2013,195000000,197687603,5.5,2598,0.01,2687603,,,,
World War Z,Action,2013,200000000,531865000,6.7,5560,1.66,331865000,,,,
Frozen,Animation,2013,150000000,1274219009,7.3,5295,7.49,1124219009,,,,
Thor: The Dark World,Action,2013,170000000,644571402,6.8,4755,2.79,474571402,,,,
Star Trek Into Darkness,Action,2013,190000000,467365246,7.4,4418,1.46,277365246,,,,
Oz: The Great and Powerful,Fantasy,2013,200000000,491868548,5.7,3530,1.46,291868548,,,,
Iron Man 3,Action,2013,200000000,1215439994,6.8,8806,5.08,1015439994,,,,
Man of Steel,Action,2013,225000000,662845518,6.5,6359,1.95,437845518,,,,
Prisoners,Drama,2013,46000000,122126687,7.9,3085,1.65,76126687,,,,
The Great Beauty,Comedy,2013,12400000,8371085,7.3,720,-0.32,-4028915,,,,
Battle of the Year,Music,2013,20000000,16549477,5.9,88,-0.17,-3450523,,,,
Machete Kills,Action,2013,12000000,15008161,5.3,631,0.25,3008161,,,,
Stoker,Drama,2013,12000000,12077441,6.5,882,0.01,77441,,,,
The Butler,Drama,2013,25000000,115922175,7.2,1101,3.64,90922175,,,,
Movie 43,Comedy,2013,6000000,32438988,4.4,797,4.41,26438988,,,,
The Purge,Sci-Fi,2013,3000000,89328627,6,2428,28.78,86328627,,,,
Khumba,Animation,2013,20000000,27187375,5.8,72,0.36,7187375,,,,
Hard to Be a God,Drama,2013,7000000,1310673,6.7,41,-0.81,-5689327,,,,
Before Midnight,Romance,2013,3000000,11176469,7.4,568,2.73,8176469,,,,
2 Guns,Action,2013,61000000,131940411,6.6,1589,1.16,70940411,,,,
Home Run,Drama,2013,1200000,2861020,6.3,24,1.38,1661020,,,,
Beautiful Creatures,Fantasy,2013,60000000,60052138,5.6,984,0.00,52138,,,,
Blue Jasmine,Comedy,2013,18000000,99206215,7,1098,4.51,81206215,,,,
Baggage Claim,Comedy,2013,8500000,22456509,5.6,85,1.64,13956509,,,,
Yeh Jawaani Hai Deewani,Romance,2013,7700000,46000000,7.2,79,4.97,38300000,,,,
The Heat,Action,2013,43000000,158674180,6.5,1575,2.69,115674180,,,,
American Hustle,Drama,2013,40000000,251171807,6.8,2807,5.28,211171807,,,,
Nebraska,Drama,2013,12000000,17654912,7.4,636,0.47,5654912,,,,
Walking With Dinosaurs,Animation,2013,80000000,126546518,5.2,133,0.58,46546518,,,,
All Is Lost,Action,2013,9000000,6108720,6.6,671,-0.32,-2891280,,,,
The Place Beyond the Pines,Drama,2013,15000000,35485608,6.8,1653,1.37,20485608,,,,
After Earth,Sci-Fi,2013,130000000,243843127,5,2532,0.88,113843127,,,,
Blood Ties,Thriller,2013,25500000,2415472,6,171,-0.91,-23084528,,,,
The Hunger Games: Catching Fire,Adventure,2013,130000000,847423452,7.4,6495,5.52,717423452,,,,
The Incredible Burt Wonderstone,Comedy,2013,30000000,27437881,5.3,724,-0.09,-2562119,,,,
Legends of Oz: Dorothy's Return,Animation,2013,70000000,18662027,5.9,43,-0.73,-51337973,,,,
The East,Drama,2013,6500000,2401510,6.5,305,-0.63,-4098490,,,,
White House Down,Action,2013,150000000,205366737,6.4,1891,0.37,55366737,,,,
August: Osage County,Comedy,2013,25000000,74188937,6.9,483,1.97,49188937,,,,
Escape Plan,Action,2013,50000000,122915111,6.7,1659,1.46,72915111,,,,
Labor Day,Drama,2013,18000000,20275812,6.7,299,0.13,2275812,,,,
The Host,Action,2013,44000000,63327201,6,1817,0.44,19327201,,,,
Begin Again,Comedy,2013,8000000,63464861,7.3,1254,6.93,55464861,,,,
Philomena,Drama,2013,12000000,100129872,7.4,579,7.34,88129872,,,,
The To Do List,Comedy,2013,1500000,3566225,5.5,342,1.38,2066225,,,,
The World's End,Comedy,2013,20000000,46089287,6.7,1778,1.30,26089287,,,,
Only God Forgives,Drama,2013,4800000,10337387,5.6,862,1.15,5537387,,,,
42,Drama,2013,40000000,95020213,6.8,787,1.38,55020213,,,,
Lone Survivor,Action,2013,40000000,149295601,7.4,1526,2.73,109295601,,,,
Dallas Buyers Club,Drama,2013,5000000,55198285,7.9,2886,10.04,50198285,,,,
Oculus,Horror,2013,5000000,44030246,6.3,1050,7.81,39030246,,,,
The Way Way Back,Comedy,2013,4600000,23198652,7.1,688,4.04,18598652,,,,
Anchorman 2: The Legend Continues,Comedy,2013,50000000,173649015,6,923,2.47,123649015,,,,
Bullet to the Head,Action,2013,55000000,9489829,5.2,481,-0.83,-45510171,,,,
The Railway Man,Drama,2013,18000000,22309223,6.7,273,0.24,4309223,,,,
Spring Breakers,Drama,2013,5000000,31724284,5,1551,5.34,26724284,,,,
Getaway,Action,2013,18000000,10501938,4.9,246,-0.42,-7498062,,,,
Metallica: Through the Never,Music,2013,18000000,7972967,6.7,83,-0.56,-10027033,,,,
Black Nativity,Drama,2013,17500000,7018189,5.8,16,-0.60,-10481811,,,,
Hansel & Gretel: Witch Hunters,Fantasy,2013,50000000,224803475,5.7,3239,3.50,174803475,,,,
This Is the End,Action,2013,32000000,126041322,6.3,2359,2.94,94041322,,,,
The Counselor,Thriller,2013,25000000,71009334,5,712,1.84,46009334,,,,
Mandela: Long Walk to Freedom,Drama,2013,35000000,27330000,6.5,224,-0.22,-7670000,,,,
The Best Offer,Drama,2013,13500000,19255873,7.7,704,0.43,5755873,,,,
The Internship,Comedy,2013,58000000,44000000,6.1,1658,-0.24,-14000000,,,,
The Big Wedding,Comedy,2013,35000000,21819348,5.7,414,-0.38,-13180652,,,,
Elysium,Sci-Fi,2013,115000000,286140700,6.4,3439,1.49,171140700,,,,
Turbo,Animation,2013,135000000,282570682,6.1,1074,1.09,147570682,,,,
Bad Words,Comedy,2013,9500000,7800000,6.4,334,-0.18,-1700000,,,,
The Young and Prodigious T.S. Spivet,Adventure,2013,33000000,9494789,6.7,232,-0.71,-23505211,,,,
Warm Bodies,Horror,2013,35000000,116980662,6.4,2652,2.34,81980662,,,,
R.I.P.D.,Fantasy,2013,130000000,61648500,5.4,1260,-0.53,-68351500,,,,
G.I. Joe: Retaliation,Adventure,2013,130000000,371876278,5.4,3025,1.86,241876278,,,,
Percy Jackson: Sea of Monsters,Adventure,2013,90000000,174578751,5.9,1648,0.94,84578751,,,,
A Good Day to Die Hard,Action,2013,92000000,304654182,5.2,3493,2.31,212654182,,,,
The Secret Life of Walter Mitty,Adventure,2013,90000000,188133322,7,3144,1.09,98133322,,,,
Inside Llewyn Davis,Drama,2013,11000000,32935319,7.2,834,1.99,21935319,,,,
Texas Chainsaw 3D,Horror,2013,20000000,47241945,5.3,465,1.36,27241945,,,,
Scary Movie 5,Comedy,2013,20000000,78378744,4.6,793,2.92,58378744,,,,
12 Years a Slave,Drama,2013,20000000,187000000,7.9,3674,8.35,167000000,,,,
Escape from Planet Earth,Animation,2013,40000000,74597643,5.7,332,0.86,34597643,,,,
The Conjuring,Horror,2013,13000000,318000141,7.4,3092,23.46,305000141,,,,
The Lunchbox,Drama,2013,1000000,4235151,7.3,221,3.24,3235151,,,,
Cloudy with a Chance of Meatballs 2,Animation,2013,78000000,248384621,6.4,915,2.18,170384621,,,,
Despicable Me 2,Animation,2013,76000000,970761885,7,4637,11.77,894761885,,,,
The Croods,Adventure,2013,135000000,585178928,6.8,2399,3.33,450178928,,,,
Gravity,Sci-Fi,2013,105000000,716392705,7.3,5751,5.82,611392705,,,,
Oblivion,Action,2013,120000000,286168572,6.4,4800,1.38,166168572,,,,
The Wolverine,Action,2013,120000000,415440673,6.3,4053,2.46,295440673,,,,
Broken City,Thriller,2013,56000000,19701164,5.7,593,-0.65,-36298836,,,,
Parker,Action,2013,35000000,46216641,5.7,1455,0.32,11216641,,,,
Gangster Squad,Crime,2013,60000000,105200903,6.2,1778,0.75,45200903,,,,
Snitch,Thriller,2013,35000000,42930462,5.8,1138,0.23,7930462,,,,
The Mortal Instruments: City of Bones,Action,2013,60000000,90565421,6.2,1602,0.51,30565421,,,,
Out of the Furnace,Thriller,2013,22000000,15400000,6.5,720,-0.30,-6600000,,,,
Epic,Animation,2013,100000000,268426634,6.4,1121,1.68,168426634,,,,
The Wolf of Wall Street,Crime,2013,100000000,392000694,7.9,6571,2.92,292000694,,,,
Underdogs,Animation,2013,22000000,24000000,6,122,0.09,2000000,,,,
Instructions Not Included,Comedy,2013,5500000,99067206,7.5,205,17.01,93567206,,,,
Grudge Match,Comedy,2013,40000000,44907260,6,433,0.12,4907260,,,,
The Best Man Holiday,Comedy,2013,17000000,71625195,6.7,110,3.21,54625195,,,,
Evil Dead,Horror,2013,17000000,97542952,6.4,1723,4.74,80542952,,,,
Identity Thief,Comedy,2013,35000000,173965010,5.6,1645,3.97,138965010,,,,
The Smurfs 2,Fantasy,2013,105000000,347434178,5.5,695,2.31,242434178,,,,
Ender's Game,Sci-Fi,2013,110000000,125537191,6.6,2303,0.14,15537191,,,,
Mud,Drama,2013,10000000,21587700,7,1068,1.16,11587700,,,,
The Adventurer: The Curse of the Midas Box,Fantasy,2013,25000000,6399,5.1,73,-1.00,-24993601,,,,
Homefront,Action,2013,22000000,43058898,6.4,875,0.96,21058898,,,,
Adore,Drama,2013,16000000,318982,6.1,291,-0.98,-15681018,,,,
Riddick,Sci-Fi,2013,38000000,98337295,6.2,2035,1.59,60337295,,,,
Her,Romance,2013,23000000,47351251,7.9,4097,1.06,24351251,,,,
Captain Phillips,Action,2013,55000000,95000000,7.6,2454,0.73,40000000,,,,
Mama,Horror,2013,15000000,146497771,6,1401,8.77,131497771,,,,
Bad Grandpa,Comedy,2013,15000000,151831537,6,680,9.12,136831537,,,,
Saving Mr. Banks,Comedy,2013,35000000,112544580,7.3,1226,2.22,77544580,,,,
The Immigrant,Drama,2013,16000000,5867686,6.2,250,-0.63,-10132314,,,,
Trance,Thriller,2013,20000000,24261569,6.5,956,0.21,4261569,,,,
Rush,Drama,2013,38000000,90247624,7.7,2277,1.37,52247624,,,,
The Grandmaster,Action,2013,3860000,64076736,6.3,273,15.60,60216736,,,,
The Last Exorcism Part II,Horror,2013,5000000,15179302,4.4,203,2.04,10179302,,,,
Delivery Man,Comedy,2013,26000000,51164106,6.2,551,0.97,25164106,,,,
Snowpiercer,Action,2013,39200000,86758912,6.7,2854,1.21,47558912,,,,
Now You See Me,Thriller,2013,75000000,117698894,7.3,5487,0.57,42698894,,,,
We're the Millers,Comedy,2013,37000000,269994119,6.8,2972,6.30,232994119,,,,
Free Birds,Animation,2013,55000000,110000000,5.7,254,1.00,55000000,,,,
21 & Over,Comedy,2013,13000000,48065672,5.7,737,2.70,35065672,,,,
The Call,Crime,2013,13000000,68572378,6.6,1257,4.27,55572378,,,,
Admission,Comedy,2013,13000000,18000000,5.4,304,0.38,5000000,,,,
The Hobbit: The Desolation of Smaug,Adventure,2013,250000000,958400000,7.6,4524,2.83,708400000,,,,
The Lone Ranger,Action,2013,255000000,89289910,5.9,2311,-0.65,-165710090,,,,
Last Vegas,Comedy,2013,28000000,134402450,6.4,799,3.80,106402450,,,,
Safe Haven,Romance,2013,28000000,97594140,6.9,823,2.49,69594140,,,,
Ida,Drama,2013,2159280,10700000,7.1,260,3.96,8540720,,,,
Kick-Ass 2,Action,2013,28000000,60700000,6.3,2224,1.17,32700000,,,,
The Frozen Ground,Thriller,2013,27220000,5496951,6.1,465,-0.80,-21723049,,,,
Grown Ups 2,Comedy,2013,80000000,246984278,5.8,1155,2.09,166984278,,,,
Space Pirate Captain Harlock,Animation,2013,30000000,17137302,6.5,356,-0.43,-12862698,,,,
The Canyons,Thriller,2013,250000,56825,4.1,75,-0.77,-193175,,,,
The Spectacular Now,Comedy,2013,2500000,6854611,6.8,1048,1.74,4354611,,,,
Carrie,Drama,2013,30000000,82394288,5.8,1463,1.75,52394288,,,,
The Fifth Estate,Drama,2013,28000000,8555008,5.7,364,-0.69,-19444992,,,,
Side Effects,Thriller,2013,30000000,63372757,6.4,1323,1.11,33372757,,,,
Pain & Gain,Thriller,2013,25000000,86175291,6.1,1573,2.45,61175291,,,,
A Haunted House,Comedy,2013,2500000,60141683,5.4,516,23.06,57641683,,,,
Olympus Has Fallen,Action,2013,70000000,161025640,6.2,2981,1.30,91025640,,,,
Pacific Rim,Action,2013,180000000,407602906,6.7,4794,1.26,227602906,,,,
Runner Runner,Crime,2013,30000000,62616646,5.5,543,1.09,32616646,,,,
The Cabin in the Woods,Horror,2012,30000000,66486080,6.5,2263,1.22,36486080,,,,
Les Misérables,Drama,2012,61000000,441809770,7.1,1884,6.24,380809770,,,,
Lincoln,History,2012,65000000,275293450,6.7,1429,3.24,210293450,,,,
The Hobbit: An Unexpected Journey,Adventure,2012,250000000,1021103568,7,8297,3.08,771103568,,,,
Rise of the Guardians,Fantasy,2012,145000000,306941670,7.1,1922,1.12,161941670,,,,
Bachelorette,Comedy,2012,3000000,11947954,5.3,444,2.98,8947954,,,,
Madagascar 3: Europe's Most Wanted,Animation,2012,145000000,746921274,6.4,1808,4.15,601921274,,,,
2016: Obama's America,Documentary,2012,2500000,33400000,4.6,19,12.36,30900000,,,,
Robot & Frank,Sci-Fi,2012,2500000,3325038,6.8,450,0.33,825038,,,,
The Five-Year Engagement,Comedy,2012,30000000,53909751,5.7,457,0.80,23909751,,,,
The Raven,Crime,2012,26000000,29657751,6.1,426,0.14,3657751,,,,
Chronicle,Sci-Fi,2012,15000000,145000000,6.6,1935,8.67,130000000,,,,
Arbitrage,Drama,2012,12000000,35485056,6.1,294,1.96,23485056,,,,
The Hunger Games,Sci-Fi,2012,75000000,691210692,6.9,9455,8.22,616210692,,,,
Wreck-It Ralph,Family,2012,165000000,471222889,7.1,4570,1.86,306222889,,,,
Men in Black 3,Action,2012,225000000,624026776,6.2,4160,1.77,399026776,,,,
The Amazing Spider-Man,Action,2012,215000000,752215857,6.5,6586,2.50,537215857,,,,
Battleship,Thriller,2012,209000000,303025485,5.5,2114,0.45,94025485,,,,
Skyfall,Action,2012,200000000,1108561013,6.9,7604,4.54,908561013,,,,
The Avengers,Sci-Fi,2012,220000000,1519557910,7.4,11776,5.91,1299557910,,,,
The Dark Knight Rises,Action,2012,250000000,1084939099,7.6,9106,3.34,834939099,,,,
John Carter,Action,2012,260000000,284139100,6.1,2124,0.09,24139100,,,,
The Pirates! In an Adventure with Scientists!,Animation,2012,60000000,118338361,6.4,374,0.97,58338361,,,,
The Perks of Being a Wallflower,Drama,2012,13000000,33400000,7.7,2968,1.57,20400000,,,,
Maniac,Horror,2012,6000000,31081,6,316,-0.99,-5968919,,,,
"For a Good Time, Call...",Comedy,2012,850000,1243961,5.8,110,0.46,393961,,,,
Beasts of the Southern Wild,Drama,2012,1800000,21107746,6.8,403,10.73,19307746,,,,
Diary of a Wimpy Kid: Dog Days,Comedy,2012,22000000,77112176,6,223,2.51,55112176,,,,
The Master,Drama,2012,32000000,28258060,7,701,-0.12,-3741940,,,,
What to Expect When You're Expecting,Romance,2012,40000000,79700000,5.8,594,0.99,39700000,,,,
Safety Not Guaranteed,Comedy,2012,750000,4007792,6.8,556,4.34,3257792,,,,
That's My Boy,Comedy,2012,70000000,58058367,5.5,453,-0.17,-11941633,,,,
Deadfall,Crime,2012,12000000,66351,5.6,224,-0.99,-11933649,,,,
This Is 40,Comedy,2012,35000000,88058786,5.6,896,1.52,53058786,,,,
Stitches,Horror,2012,100000,95000,5.5,92,-0.05,-5000,,,,
Django Unchained,Drama,2012,100000000,425368238,7.8,10099,3.25,325368238,,,,
Frankenweenie,Animation,2012,39000000,35287788,6.6,932,-0.10,-3712212,,,,
Zero Dark Thirty,Thriller,2012,40000000,132820716,6.7,1702,2.32,92820716,,,,
Paranormal Activity 4,Horror,2012,5000000,142817992,5.2,563,27.56,137817992,,,,
The Apparition,Horror,2012,17000000,9627492,4.5,140,-0.43,-7372508,,,,
Moonrise Kingdom,Comedy,2012,16000000,68263166,7.6,1662,3.27,52263166,,,,
Pitch Perfect,Comedy,2012,17000000,115350426,7.3,2247,5.79,98350426,,,,
The Watch,Comedy,2012,68000000,68267862,5.3,881,0.00,267862,,,,
To Rome with Love,Romance,2012,17000000,73244881,5.6,546,3.31,56244881,,,,
Silver Linings Playbook,Drama,2012,21000000,205738714,6.9,4742,8.80,184738714,,,,
The Expendables 2,Action,2012,100000000,312573423,6.1,2896,2.13,212573423,,,,
Cloud Atlas,Drama,2012,102000000,130482868,6.6,2977,0.28,28482868,,,,
The Sweeney,Action,2012,3730500,6294161,5.7,109,0.69,2563661,,,,
Hit & Run,Action,2012,2000000,14400000,5.5,224,6.20,12400000,,,,
Ernest & Celestine,Animation,2012,12516654,8109160,7.6,142,-0.35,-4407494,,,,
The Woman in Black,Drama,2012,17000000,127730736,6.1,1206,6.51,110730736,,,,
The Words,Drama,2012,6000000,13231461,6.4,379,1.21,7231461,,,,
End of Watch,Crime,2012,7000000,48126384,7.2,1170,5.88,41126384,,,,
The Possession,Horror,2012,14000000,85446075,5.8,498,5.10,71446075,,,,
Stolen,Action,2012,35000000,2106557,5.1,344,-0.94,-32893443,,,,
Premium Rush,Crime,2012,35000000,31083599,6.2,832,-0.11,-3916401,,,,
On the Road,Adventure,2012,25000000,8784318,5.5,301,-0.65,-16215682,,,,
Alex Cross,Action,2012,45000000,30353232,5.1,300,-0.33,-14646768,,,,
Sparkle,Drama,2012,14000000,24637469,5.8,36,0.76,10637469,,,,
Think Like a Man,Comedy,2012,12000000,96070507,6.9,281,7.01,84070507,,,,
Ted,Comedy,2012,50000000,549368315,6.3,4697,9.99,499368315,,,,
Journey 2: The Mysterious Island,Adventure,2012,79000000,355692760,5.8,1030,3.50,276692760,,,,
A Thousand Words,Drama,2012,40000000,22044277,6,373,-0.45,-17955723,,,,
Big Miracle,Adventure,2012,40000000,24719215,6.6,152,-0.38,-15280785,,,,
The Impossible,Thriller,2012,42000000,180274123,7,2025,3.29,138274123,,,,
The Guilt Trip,Comedy,2012,40000000,41863726,5.4,284,0.05,1863726,,,,
For Greater Glory - The True Story of Cristiada,History,2012,12000000,9622846,6.4,35,-0.20,-2377154,,,,
Ice Age: Continental Drift,Animation,2012,95000000,877244782,6.2,2672,8.23,782244782,,,,
Killing Them Softly,Crime,2012,15000000,37930465,5.8,742,1.53,22930465,,,,
Jack Reacher,Crime,2012,60000000,218340595,6.3,2998,2.64,158340595,,,,
Life of Pi,Adventure,2012,120000000,609016565,7.2,5797,4.08,489016565,,,,
Prometheus,Sci-Fi,2012,130000000,403170142,6.3,5080,2.10,273170142,,,,
Amour,Drama,2012,8900000,19839492,7.5,400,1.23,10939492,,,,
The Bourne Legacy,Action,2012,130000000,276572938,6,2651,1.13,146572938,,,,
Wanderlust,Comedy,2012,35000000,24159934,5.3,394,-0.31,-10840066,,,,
Step Up Revolution,Music,2012,33000000,140470746,6.7,663,3.26,107470746,,,,
Safe,Action,2012,30000000,40346186,6.3,799,0.34,10346186,,,,
Red Tails,Drama,2012,58000000,50365377,5.9,178,-0.13,-7634623,,,,
American Reunion,Comedy,2012,50000000,234989584,6.1,1611,3.70,184989584,,,,
Red Lights,Thriller,2012,14000000,13551174,6,376,-0.03,-448826,,,,
The Lords of Salem,Horror,2012,1500000,1165882,5.1,242,-0.22,-334118,,,,
Katy Perry: Part of Me,Documentary,2012,12000000,32726956,6.5,85,1.73,20726956,,,,
Project X,Comedy,2012,12000000,100000000,6.5,1564,7.33,88000000,,,,
Seeking a Friend for the End of the World,Comedy,2012,10000000,9636289,6.3,700,-0.04,-363711,,,,
Abraham Lincoln: Vampire Hunter,Action,2012,69000000,112265139,5.5,1269,0.63,43265139,,,,
Underworld: Awakening,Fantasy,2012,70000000,160112671,6.1,1862,1.29,90112671,,,,
Rock of Ages,Comedy,2012,75000000,59418613,6,385,-0.21,-15581387,,,,
The Man with the Iron Fists,Action,2012,15000000,15608545,5.2,358,0.04,608545,,,,
Promised Land,Drama,2012,15000000,8138788,6,243,-0.46,-6861212,,,,
Wrath of the Titans,Adventure,2012,150000000,301000000,5.5,1431,1.01,151000000,,,,
Dark Shadows,Comedy,2012,150000000,245527149,5.7,2320,0.64,95527149,,,,
The Hunt,Drama,2012,3800000,16800000,7.9,927,3.42,13000000,,,,
The Twilight Saga: Breaking Dawn - Part 2,Adventure,2012,120000000,829000000,6.1,2553,5.91,709000000,,,,
Flight,Drama,2012,31000000,161772375,6.5,2415,4.22,130772375,,,,
Fun Size,Comedy,2012,14000000,11417362,5.5,134,-0.18,-2582638,,,,
Magic Mike,Drama,2012,7000000,167221571,6.1,1040,22.89,160221571,,,,
Seven Psychopaths,Comedy,2012,15000000,19422261,6.7,1206,0.29,4422261,,,,
Bernie,Comedy,2012,5000000,9206470,6.5,320,0.84,4206470,,,,
Quartet,Drama,2012,11000000,59520298,6.3,139,4.41,48520298,,,,
Lockout,Action,2012,20000000,32204030,5.8,715,0.61,12204030,,,,
Silent Hill: Revelation 3D,Thriller,2012,20000000,52302796,5,432,1.62,32302796,,,,
One for the Money,Action,2012,40000000,36893721,5.3,388,-0.08,-3106279,,,,
Argo,Drama,2012,44500000,232324128,7.1,3423,4.22,187824128,,,,
Man on a Ledge,Action,2012,42000000,46221189,6.2,925,0.10,4221189,,,,
21 Jump Street,Action,2012,42000000,201585328,6.7,4074,3.80,159585328,,,,
Foodfight!,Animation,2012,65000000,73706,2.3,28,-1.00,-64926294,,,,
The Three Stooges,Comedy,2012,30000000,54819301,4.9,140,0.83,24819301,,,,
Sholem Aleichem: Laughing In The Darkness,Documentary,2012,500000,845188,7,2,0.69,345188,,,,
House at the End of the Street,Horror,2012,6900000,44287131,5.6,555,5.42,37387131,,,,
The Snow Queen,Animation,2012,7000000,12400000,5.1,47,0.77,5400000,,,,
ParaNorman,Family,2012,60000000,107139399,6.7,789,0.79,47139399,,,,
The Dictator,Comedy,2012,65000000,179379533,5.9,1743,1.76,114379533,,,,
This Means War,Action,2012,65000000,156974557,5.9,1389,1.41,91974557,,,,
Resident Evil: Retribution,Action,2012,65000000,240159255,5.6,1600,2.69,175159255,,,,
Contraband,Thriller,2012,25000000,63100000,6.1,770,1.52,38100000,,,,
The Grey,Action,2012,25000000,77278331,6.4,1451,2.09,52278331,,,,
Hope Springs,Drama,2012,30000000,114281051,5.8,284,2.81,84281051,,,,
Sinister,Horror,2012,3000000,77712439,6.7,1573,24.90,74712439,,,,
Parental Guidance,Comedy,2012,25000000,119772232,5.7,210,3.79,94772232,,,,
The Lucky One,Drama,2012,25000000,99357138,6.8,946,2.97,74357138,,,,
The Vow,Drama,2012,30000000,196114570,7,1293,5.54,166114570,,,,
Looper,Action,2012,30000000,47042000,6.6,4697,0.57,17042000,,,,
The Act of Killing,Documentary,2012,1000000,444575,7.5,210,-0.56,-555425,,,,
Mirror Mirror,Adventure,2012,85000000,183018522,5.5,1114,1.15,98018522,,,,
Dredd,Action,2012,50000000,41037742,6.6,1940,-0.18,-8962258,,,,
Burn,Foreign,2012,225000,111300,6.9,6,-0.51,-113700,,,,
Hotel Transylvania,Animation,2012,85000000,358375603,6.8,2566,3.22,273375603,,,,
